pedido_id,data,categoria,produto,quantidade,preco_unitario,receita
1180,2025-12-22,Esporte e Lazer,Kit Yoga,3,41.84,125.52
2051,2025-12-22,Esporte e Lazer,Kit Yoga,2,87.87,175.74
1703,2025-12-22,Vestuário,Jaqueta,1,194.6,194.6
1900,2025-12-22,Alimentos,Barra de Cereal,3,56.92,170.76
1620,2025-12-23,Esporte e Lazer,Bola de Futebol,1,95.22,95.22
2134,2025-12-23,Eletrônicos,Smartwatch,1,127.73,127.73
1732,2025-12-23,Eletrônicos,Smartwatch,3,136.35,409.05
1099,2025-12-23,Eletrônicos,Mouse Sem Fio,3,396.96,1190.88
1876,2025-12-23,Esporte e Lazer,Bola de Futebol,2,271.51,543.02
1137,2025-12-24,Alimentos,Café Especial,5,46.31,231.55
1671,2025-12-24,Vestuário,Tênis,1,145.13,145.13
1669,2025-12-24,Alimentos,Azeite Extra Virgem,3,41.6,124.8
1733,2025-12-24,Vestuário,Calça Jeans,4,214.17,856.68
1339,2025-12-25,Eletrônicos,Smartwatch,4,358.71,1434.84
1503,2025-12-25,Esporte e Lazer,Bola de Futebol,4,83.93,335.72
1240,2025-12-25,Eletrônicos,Smartwatch,3,214.95,644.85
1023,2025-12-25,Alimentos,Café Especial,2,11.27,22.54
1981,2025-12-26,Vestuário,Jaqueta,3,101.8,305.4
1011,2025-12-26,Casa e Decoração,Luminária,2,183.28,366.56
1867,2025-12-26,Casa e Decoração,Jogo de Panelas,4,177.31,709.24
1991,2025-12-26,Alimentos,Chocolate,2,38.03,76.06
1188,2025-12-27,Esporte e Lazer,Bola de Futebol,4,78.19,312.76
1724,2025-12-27,Alimentos,Chocolate,1,57.9,57.9
1364,2025-12-27,Eletrônicos,Fone Bluetooth,4,268.12,1072.48
1681,2025-12-27,Casa e Decoração,Almofada,1,30.04,30.04
1493,2025-12-28,Vestuário,Tênis,1,195.76,195.76
1495,2025-12-28,Vestuário,Jaqueta,1,156.57,156.57
1852,2025-12-29,Esporte e Lazer,Tênis de Corrida,1,164.41,164.41
1917,2025-12-30,Alimentos,Barra de Cereal,4,11.59,46.36
1743,2025-12-30,Esporte e Lazer,Tênis de Corrida,2,317.95,635.9
1624,2025-12-30,Vestuário,Tênis,3,134.53,403.59
1215,2025-12-30,Alimentos,Azeite Extra Virgem,1,34.92,34.92
1562,2025-12-30,Casa e Decoração,Almofada,5,98.67,493.35
1524,2025-12-30,Vestuário,Calça Jeans,4,97.9,391.6
1863,2025-12-30,Alimentos,Barra de Cereal,1,36.58,36.58
1897,2025-12-31,Alimentos,Azeite Extra Virgem,5,25.91,129.55
2083,2025-12-31,Alimentos,Chocolate,3,56.21,168.63
1943,2025-12-31,Eletrônicos,Fone Bluetooth,5,243.25,1216.25
